epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.34947720170021057,2.075772285461426,0.001,0.4859641194343567,1.4106783866882324
1,0.5606628656387329,1.280043363571167,0.001,0.6852278113365173,0.962020218372345
2,0.6545670032501221,0.9608026146888733,0.001,0.6157386302947998,1.131406545639038
3,0.7028999924659729,0.7892622351646423,0.001,0.7501150369644165,0.6759446859359741
4,0.7326889038085938,0.6897068023681641,0.001,0.7855499386787415,0.5174718499183655
5,0.7607023119926453,0.6016215682029724,0.001,0.819144070148468,0.4490674138069153
6,0.769875705242157,0.5604329705238342,0.001,0.8416935205459595,0.4242180585861206
7,0.7903925776481628,0.523804247379303,0.001,0.8393925428390503,0.39320895075798035
8,0.800749659538269,0.4921194314956665,0.001,0.8840312957763672,0.3537435233592987
9,0.8085421323776245,0.45614638924598694,0.001,0.8449148535728455,0.35901787877082825
10,0.8151509165763855,0.44470125436782837,0.001,0.8311090469360352,0.40936142206192017
11,0.8224501609802246,0.42880702018737793,0.001,0.8743672370910645,0.3272998631000519
12,0.8386269211769104,0.3871059715747833,0.001,0.8624022006988525,0.32999786734580994
13,0.8421779274940491,0.386056512594223,0.001,0.8863322734832764,0.2946939468383789
14,0.8507595062255859,0.3662673234939575,0.001,0.8867924809455872,0.29110613465309143
15,0.848490834236145,0.3581085205078125,0.001,0.8596410751342773,0.3757694959640503
16,0.8513513803482056,0.3384230136871338,0.001,0.8996778726577759,0.26970934867858887
17,0.8616097569465637,0.3324045240879059,0.001,0.9130234718322754,0.24339011311531067
18,0.8677253723144531,0.31276193261146545,0.001,0.8831108808517456,0.27753734588623047
19,0.8725587129592896,0.306179404258728,0.001,0.8964565396308899,0.2848665118217468
20,0.8782797455787659,0.29628893733024597,0.001,0.9070409536361694,0.2551754117012024
21,0.8793647885322571,0.2881235182285309,0.001,0.8886332511901855,0.2606744170188904
22,0.8771947026252747,0.28528517484664917,0.001,0.9102622866630554,0.24363984167575836
23,0.8934701085090637,0.24887408316135406,0.0005,0.9286700487136841,0.19032824039459229
24,0.8952456116676331,0.240293949842453,0.0005,0.9254487156867981,0.19453933835029602
25,0.8970211148262024,0.23392002284526825,0.0005,0.9240680932998657,0.19734947383403778
26,0.9043203592300415,0.2268192321062088,0.0005,0.9351127743721008,0.18164373934268951
27,0.9066877365112305,0.21814249455928802,0.0005,0.9167050123214722,0.1958456188440323
28,0.9032353758811951,0.2278514951467514,0.0005,0.9180855751037598,0.19690285623073578
29,0.9065890908241272,0.2146870195865631,0.0005,0.9374136924743652,0.17200739681720734
30,0.9104359745979309,0.21227189898490906,0.0005,0.940635085105896,0.17008806765079498
31,0.9102386832237244,0.21106648445129395,0.0005,0.9429360628128052,0.17603985965251923
32,0.9082659482955933,0.21515710651874542,0.0005,0.9282098412513733,0.1777101755142212
33,0.9089564085006714,0.2159610390663147,0.0005,0.9369535446166992,0.15634594857692719
34,0.9143815636634827,0.20566542446613312,0.0005,0.9447768330574036,0.15781602263450623
35,0.9200039505958557,0.19214284420013428,0.0005,0.9415554404258728,0.15861955285072327
36,0.9093509316444397,0.205612450838089,0.0005,0.9392544627189636,0.16945159435272217
37,0.9192148447036743,0.19562028348445892,0.0005,0.911182701587677,0.23022496700286865
38,0.9214835166931152,0.1907052844762802,0.0005,0.9539806842803955,0.15495875477790833
39,0.9175379872322083,0.19241534173488617,0.0005,0.9553612470626831,0.14185713231563568
