epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.38409942388534546,1.88702392578125,0.001,0.47630006074905396,1.3190829753875732
1,0.6006115674972534,1.144896388053894,0.001,0.677404522895813,0.8666196465492249
2,0.6919510960578918,0.8235486149787903,0.001,0.7353888750076294,0.7345858812332153
3,0.7394949793815613,0.6718525886535645,0.001,0.8200644254684448,0.4657428562641144
4,0.7847701907157898,0.5585808753967285,0.001,0.8596410751342773,0.37091249227523804
5,0.799072802066803,0.49446263909339905,0.001,0.819604218006134,0.4550760090351105
6,0.8156440854072571,0.45033901929855347,0.001,0.8628624081611633,0.3372199535369873
7,0.8276780247688293,0.41544878482818604,0.001,0.8624022006988525,0.34476709365844727
8,0.8406983613967896,0.38442641496658325,0.001,0.8642429709434509,0.35019299387931824
9,0.8516472578048706,0.3571856915950775,0.001,0.875747799873352,0.27921998500823975
10,0.853817343711853,0.33963626623153687,0.001,0.8936953544616699,0.26222819089889526
11,0.864075779914856,0.3168472945690155,0.001,0.8881730437278748,0.26039254665374756
12,0.8717696070671082,0.30248624086380005,0.001,0.9167050123214722,0.22530589997768402
13,0.8767015337944031,0.28509998321533203,0.001,0.9121030569076538,0.2368602305650711
14,0.8822252750396729,0.27128663659095764,0.001,0.9102622866630554,0.2198622077703476
15,0.8881435990333557,0.25809913873672485,0.001,0.8904740214347839,0.27186107635498047
16,0.8956401944160461,0.2503543496131897,0.001,0.8780487775802612,0.2870214581489563
17,0.8986979722976685,0.2362927496433258,0.001,0.917165219783783,0.18833060562610626
18,0.8979088664054871,0.227845698595047,0.001,0.9263690710067749,0.17541095614433289
19,0.9072795510292053,0.2197386473417282,0.001,0.9213069677352905,0.19710300862789154
20,0.909449577331543,0.21159225702285767,0.001,0.9383341073989868,0.16667212545871735
21,0.9112250804901123,0.20290975272655487,0.001,0.9318913817405701,0.17686130106449127
22,0.9178338646888733,0.1919056475162506,0.001,0.9355729222297668,0.17723038792610168
23,0.9206944108009338,0.18987992405891418,0.001,0.9213069677352905,0.16525055468082428
24,0.9255276918411255,0.17712004482746124,0.001,0.9259088635444641,0.188246950507164
25,0.9279937148094177,0.16956333816051483,0.001,0.9282098412513733,0.16449062526226044
26,0.9295719265937805,0.17386747896671295,0.001,0.9277496337890625,0.17786699533462524
27,0.9395344257354736,0.15269839763641357,0.001,0.9162448048591614,0.20353427529335022
28,0.9356875419616699,0.16012485325336456,0.001,0.9544408917427063,0.13896013796329498
29,0.945650041103363,0.14062993228435516,0.001,0.9558214545249939,0.12105094641447067
30,0.9478200674057007,0.1321738362312317,0.001,0.9516797065734863,0.1350780725479126
31,0.9503846764564514,0.13351349532604218,0.001,0.9627243280410767,0.10432358086109161
32,0.9528506398200989,0.12115601450204849,0.001,0.967326283454895,0.09719988703727722
33,0.9536397457122803,0.11895841360092163,0.001,0.9604233503341675,0.10562438517808914
34,0.9561057686805725,0.11451262980699539,0.001,0.9677864909172058,0.10681040585041046
35,0.9592621922492981,0.1117430254817009,0.001,0.9659457206726074,0.08755464851856232
36,0.9597553610801697,0.1104108914732933,0.001,0.9549010396003723,0.13232822716236115
37,0.9619254469871521,0.09745090454816818,0.001,0.9719282388687134,0.0834878608584404
38,0.9638981819152832,0.0986596867442131,0.001,0.8476760387420654,0.4316963851451874
39,0.9649832248687744,0.0961034968495369,0.001,0.9539806842803955,0.12014349550008774
