epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.4004734754562378,1.8761707544326782,0.001,0.644730806350708,1.0623699426651
1,0.5958768725395203,1.1139464378356934,0.001,0.7248044013977051,0.7686026096343994
2,0.6526928544044495,0.9021213054656982,0.001,0.7501150369644165,0.6595297455787659
3,0.6856381893157959,0.7832450866699219,0.001,0.7906120419502258,0.5204523801803589
4,0.719471275806427,0.6939833760261536,0.001,0.7827887535095215,0.5334424376487732
5,0.7497534155845642,0.6226329803466797,0.001,0.8039576411247253,0.4645009934902191
6,0.7649437785148621,0.5820090770721436,0.001,0.851817786693573,0.3815845251083374
7,0.7734267115592957,0.5570458173751831,0.001,0.82834792137146,0.3906688988208771
8,0.789800763130188,0.5117530822753906,0.001,0.8826507329940796,0.3235645592212677
9,0.8024265170097351,0.47761356830596924,0.001,0.855039119720459,0.36091792583465576
10,0.8145591020584106,0.4513609707355499,0.001,0.8554993271827698,0.35467764735221863
11,0.8215624094009399,0.42834576964378357,0.001,0.8794293403625488,0.29530975222587585
12,0.8367528319358826,0.3987194299697876,0.001,0.8808099627494812,0.32241690158843994
13,0.8399092555046082,0.3968160152435303,0.001,0.8794293403625488,0.30158233642578125
14,0.8479976058006287,0.3693619966506958,0.001,0.9015186429023743,0.2775626480579376
15,0.8526336550712585,0.3677321672439575,0.001,0.9015186429023743,0.24444176256656647
16,0.861412525177002,0.34338444471359253,0.001,0.8946157097816467,0.2622376084327698
17,0.8676267266273499,0.32581791281700134,0.001,0.9038196206092834,0.24422641098499298
18,0.8698954582214355,0.32630455493927,0.001,0.8982973098754883,0.2542785406112671
19,0.869698166847229,0.3208812177181244,0.001,0.917165219783783,0.24083630740642548
20,0.8778851628303528,0.3175812363624573,0.001,0.9213069677352905,0.21416881680488586
21,0.8788715600967407,0.30018100142478943,0.001,0.9042797684669495,0.24651417136192322
22,0.8853817582130432,0.2868763506412506,0.001,0.9199263453483582,0.21874770522117615
23,0.8850858211517334,0.28702428936958313,0.001,0.9360331296920776,0.19719785451889038
24,0.8940619230270386,0.2698025703430176,0.001,0.9254487156867981,0.20647509396076202
25,0.893568754196167,0.2744387090206146,0.001,0.9134836792945862,0.20722879469394684
26,0.8954429030418396,0.2633693516254425,0.001,0.9226875305175781,0.20281267166137695
27,0.8949496746063232,0.27034667134284973,0.001,0.9061205983161926,0.23918989300727844
28,0.9056026935577393,0.24582213163375854,0.001,0.9351127743721008,0.17040856182575226
29,0.9049122333526611,0.24405665695667267,0.001,0.9392544627189636,0.17890967428684235
30,0.9046162962913513,0.24289827048778534,0.001,0.9323515892028809,0.18024137616157532
31,0.9089564085006714,0.23406468331813812,0.001,0.9213069677352905,0.20207884907722473
32,0.913493812084198,0.2269669473171234,0.001,0.9392544627189636,0.16158519685268402
33,0.9142829179763794,0.22148557007312775,0.001,0.9397146701812744,0.17025445401668549
34,0.9182284474372864,0.21115447580814362,0.001,0.9415554404258728,0.18179455399513245
35,0.9162556529045105,0.21598240733146667,0.001,0.9456971883773804,0.16752168536186218
36,0.9200039505958557,0.21014711260795593,0.001,0.9286700487136841,0.19762687385082245
37,0.917439341545105,0.21623627841472626,0.001,0.9479981660842896,0.15298907458782196
38,0.9194121360778809,0.21167536079883575,0.001,0.9521399140357971,0.15568605065345764
39,0.921384871006012,0.2097928673028946,0.001,0.9424758553504944,0.16389821469783783
