epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.27105939388275146,2.3322417736053467,0.001,0.4261389672756195,1.7508190870285034
1,0.43134739995002747,1.654309630393982,0.001,0.5830649137496948,1.2319475412368774
2,0.513217568397522,1.3632317781448364,0.001,0.5333639979362488,1.248345971107483
3,0.5658907294273376,1.1818006038665771,0.001,0.6889093518257141,0.9126821160316467
4,0.6131386756896973,1.0420477390289307,0.001,0.6438103914260864,0.9795963168144226
5,0.640954852104187,0.9505749344825745,0.001,0.7372296452522278,0.6813948154449463
6,0.6667981743812561,0.8779123425483704,0.001,0.7611596584320068,0.7000715732574463
7,0.6853422522544861,0.8322246670722961,0.001,0.6861481666564941,0.8621145486831665
8,0.7095087766647339,0.759077787399292,0.001,0.7639208436012268,0.6436004042625427
9,0.7237127423286438,0.7262601852416992,0.001,0.8389323353767395,0.5159505009651184
10,0.7443282604217529,0.665336012840271,0.001,0.8311090469360352,0.4785005748271942
11,0.7553758025169373,0.6405277252197266,0.001,0.8536585569381714,0.48097315430641174
12,0.7759913206100464,0.5804569125175476,0.001,0.8403129577636719,0.45659875869750977
13,0.783487856388092,0.568486750125885,0.001,0.790151834487915,0.498042494058609
14,0.7886170744895935,0.5427083373069763,0.001,0.8568798899650574,0.43383705615997314
15,0.8002564311027527,0.5180739164352417,0.001,0.8485963940620422,0.47510597109794617
16,0.8036102056503296,0.49835050106048584,0.001,0.8587206602096558,0.38404351472854614
17,0.8169264197349548,0.4752252995967865,0.001,0.8449148535728455,0.40477341413497925
18,0.8186032772064209,0.46166571974754333,0.001,0.8564196825027466,0.3585304319858551
19,0.8287630677223206,0.4348451793193817,0.001,0.8748274445533752,0.3217773735523224
20,0.8329058885574341,0.42107337713241577,0.001,0.8835710883140564,0.30384355783462524
21,0.8357664346694946,0.41874200105667114,0.001,0.8716060519218445,0.34154099225997925
22,0.843164324760437,0.39977705478668213,0.001,0.8831108808517456,0.3290460705757141
23,0.8504636287689209,0.3782100975513458,0.001,0.887712836265564,0.29946377873420715
24,0.852140486240387,0.36824294924736023,0.001,0.8306488990783691,0.4293065667152405
25,0.861708402633667,0.35425496101379395,0.001,0.8568798899650574,0.3990691304206848
26,0.8581574559211731,0.3507169187068939,0.001,0.8927749395370483,0.2840462923049927
27,0.8660485148429871,0.34119245409965515,0.001,0.8969166874885559,0.25436437129974365
28,0.8710790872573853,0.3247506320476532,0.001,0.917165219783783,0.2658177614212036
29,0.8762083053588867,0.31252914667129517,0.001,0.905200183391571,0.2666531205177307
30,0.8786742687225342,0.30227285623550415,0.001,0.9001380801200867,0.253351628780365
31,0.881633460521698,0.30462729930877686,0.001,0.8729866743087769,0.3566203713417053
32,0.888242244720459,0.28045764565467834,0.001,0.911182701587677,0.2476717084646225
33,0.8920891880989075,0.2782166004180908,0.001,0.911182701587677,0.23727205395698547
34,0.8884395360946655,0.27212777733802795,0.001,0.8380119800567627,0.37141039967536926
35,0.8915959596633911,0.27249839901924133,0.001,0.881730318069458,0.31195831298828125
36,0.8954429030418396,0.2544371485710144,0.001,0.9282098412513733,0.21276788413524628
37,0.896232008934021,0.25050851702690125,0.001,0.9038196206092834,0.24942567944526672
38,0.8960347175598145,0.2576240003108978,0.001,0.914404034614563,0.2214825451374054
39,0.9033339619636536,0.23682445287704468,0.001,0.9148642420768738,0.22213813662528992
